"SiO2","Al2O3","Fe2O3","MgO","Na2O","CaO","K2O"
50.14,17.34,9.29,7.96,3.41,9.46,0.75
53.81,18.01,8.22,4.01,4.11,7.53,1.98
48.8,15.6,8.89,9.57,2.84,10.61,1.78
51.51,17.27,8.74,6.98,3.54,8.75,1.34
46.88,16.04,13.06,8.4,2.43,10.94,0.17
54.08,17.69,8.46,4.38,4.24,6.72,2.16
46.33,15.57,15.52,6.75,3.17,9.22,0.45
47.28,15.96,12.08,8.62,2.25,11.2,0.37
60.13,16.81,6.22,2.96,4.07,5.08,3.25
58.11,17.19,6.92,3.37,3.93,5.7,3.16
46.63,15.76,11.85,8.88,3.43,9.41,1.29
46.34,15.51,12.92,8.8,2.95,9.46,1.19
50.78,18.99,10.34,3.07,4.26,8.29,1.45
50.03,18.44,10.9,3.27,4.28,8.46,1.5
47.17,16.54,11.42,8.7,3.48,8.76,1.27
46.12,14.81,12.31,10.61,2.5,9.99,0.94
77.02,12.22,1.62,0.03,3.17,0.51,5.21
47.7,14.73,11.12,10.32,2.71,9.3,1.43
50.97,18.75,10.64,3.04,3.75,8.46,1.41
48.41,15.17,11.28,9.75,2.7,9.25,1.15
48.39,14.23,16.43,3.73,3.31,6.93,2.36
76.16,12.63,1.7,0.03,3.61,0.45,5.23
48.52,16.25,11.8,6.15,3.45,8.83,1.84
47.37,15.81,13.29,7.24,2.86,9.64,1.06
45.93,14.31,16.28,6.33,2.72,9.1,1.02
46.01,14.59,15.37,7.22,2.77,9.62,0.62
45.49,13.57,16.97,6.5,2.53,9.68,0.59
44.45,13.41,16.59,6.88,2.58,10.99,0.56
45.91,14.13,16.37,6.71,2.6,9.46,0.59
45.66,13.85,16.53,6.71,2.48,9.83,0.55
45.84,14.04,16.45,6.63,2.65,9.54,0.58
50.75,18.6,9.36,6.07,3.87,8.23,1.26
76.76,12.56,1.66,0.15,3.34,0.27,5.06
63.36,17.54,5.26,1.9,4.71,5.06,1.32
50.56,18.68,9.39,6.18,3.84,8.26,1.21
63.32,17.73,5.23,1.94,4.5,5.05,1.35
64.23,17.45,5.17,1.66,4.47,4.88,1.34
66.1,16.96,4.42,1.34,4.73,4.16,1.58
66.92,16.64,4.51,1.36,4.28,4.03,1.58
66.43,16.67,4.25,1.4,5.13,3.97,1.51
67.35,16.43,4.27,1.28,4.53,3.83,1.67
66.74,16.16,4.14,1.25,5.58,3.75,1.72
67.34,16.67,4.03,1.21,4.97,3.71,1.49
67.39,16.45,4.27,1.17,4.78,3.73,1.62
51.57,15.52,12.02,6.01,3.01,8.52,1.11
62.8,18.66,4.62,1.98,4.93,4.92,1.27
62.99,18.51,4.59,1.97,5.15,4.8,1.24
62.03,18.56,5.65,2.47,3.82,5.31,1.24
65.54,17.71,4.56,1.37,4.19,4.49,1.39
65.24,17.82,4.39,1.5,4.5,4.52,1.3
65.36,17.32,4.29,1.43,5.09,4.47,1.36
65.7,17.49,4.4,1.33,4.44,4.53,1.38
66.15,17.26,4.24,1.3,4.46,4.46,1.44
65.91,17.55,4.27,1.23,4.34,4.54,1.45
65.49,17.39,4.3,1.39,4.81,4.54,1.38
66.38,17.37,4.22,1.25,4.36,4.4,1.36
45.65,14.94,15.85,6.56,2.74,9.6,0.5
63.85,18.08,4.99,1.58,4.46,5.04,1.19
46.91,15.98,12.82,7.78,2.93,10.2,0.58
63.2,18.43,5.32,1.73,4.1,5.26,1.12
45.82,13.89,16.31,6.41,2.64,10.15,0.6
46.59,14.88,14.69,6.88,2.52,10.45,0.4
63.87,17.79,5.04,1.8,4.38,5.11,1.22
45.18,15.32,15.4,6.51,2.82,10.16,0.55
65.54,17.67,4.54,1.4,4.27,4.53,1.33
45.36,14.41,14.72,8.04,2.85,10.08,0.72
66.05,17.58,4.19,1.24,4.33,4.54,1.38
46.39,15.61,10.2,9.76,3.39,10.22,1.46
46.22,14.17,16.15,6.54,2.61,9.42,0.55
46.43,14.12,16.28,6.83,2.63,9.52,0.56
45.8,14.83,15.31,6.55,2.78,9.93,0.64
47.18,13.81,9.16,13.04,2.98,10.59,1.2
48.43,15.22,13.54,7.11,2.58,9.66,0.61
47.39,15.51,13.56,7.29,2.65,10.21,0.56
77.07,11.96,1.84,0.13,3.41,0.38,5.02
46.55,14.3,15.47,7.29,2.56,9.7,0.43
47.79,15.87,11.71,9.46,2.14,11.13,0.24
46.05,14.55,16.19,6.82,2.52,9.59,0.56
51.98,17.38,8.69,6.72,3.45,8.52,1.39
45.8,14.35,14.5,8.09,2.83,9.93,0.69
47.9,15.88,11.08,9.5,2.32,11.59,0.25
47.66,14.69,14.53,6.92,2.55,9.74,0.55
54.07,17.69,8.47,4.38,4.24,6.72,2.16
50.14,17.34,9.29,7.96,3.41,9.46,0.75
52.65,17.95,8.07,4.43,4.22,7.28,2.72
47.57,15.77,10.89,8.64,3.4,9.37,1.45
47.61,15.6,11.14,8.62,3.32,9.31,1.48
47.61,15.35,11.49,8.44,3.18,9.29,1.51
46.28,15.19,12.49,7.93,3.05,9.5,1.85
47.32,15.45,11.23,8.49,3,9.33,1.72
45.63,15.28,12.61,8.39,3.48,9.13,1.72
51.98,17.38,8.69,6.72,3.45,8.52,1.39
46.7,15.88,11.16,8.34,3.62,9.17,1.75
45.45,15.21,12.61,8.41,3.3,9.45,1.74
46.95,15.74,10.73,8.57,3.7,9.24,1.74
47.96,15.71,10.66,8.42,3.88,8.37,1.82
47.75,15.36,10.92,9.19,3.62,8.42,1.71
47.71,15.43,11.12,8.93,3.48,8.41,1.76
49.13,15.76,11,7.41,3.96,7.95,1.76
47.71,15.6,11.26,8.09,4.07,8.05,1.82
46.61,14.35,12.54,10.67,3.06,9.22,0.9
46.99,15.32,11.37,9.71,3.24,9.21,1.25
46.68,14.97,11.88,9.76,2.97,9.41,1.28
46.83,14.64,11.92,10.47,2.98,9.39,0.97
46.82,14.28,12.47,10.29,2.85,10.08,0.61
46.77,15.95,12.95,6.75,3.77,8.26,1.88
46.74,15.83,13.33,6.31,4.2,7.89,2.02
46.67,15.87,13.46,6.12,4.05,7.91,2.08
48.02,15.96,10.94,7.89,3.67,8.58,1.79
46.91,15.76,12.07,7.55,3.92,8.34,1.91
47.96,16.19,12.11,6.11,4.32,7.56,2.24
47.81,16.14,12.32,6.08,4.04,7.66,2.29
47.23,16.16,11.28,7.14,3.37,10.65,1.27
47.59,16.25,11.2,7.08,3.33,10.4,1.28
48.12,15.19,11.18,8.74,3.35,9.31,1.34
50.71,15.25,11.23,7.91,3.02,9.13,0.75
50.27,15.1,11.93,8.32,2.58,9.01,0.67
51.07,15.29,11.89,6.11,3.2,9.04,0.92
77.17,12.32,1.44,0.21,3.03,0.58,5.05
48.52,16.45,11.68,5.53,5.08,7.94,1.56
44.98,14.76,12.36,10.32,3.96,9.16,1.47
48.78,15.3,12.36,7.98,2.91,9.19,1.1
49.74,15.05,12.54,8.68,2.84,8.92,0.61
49.87,14.39,12.03,9.38,2.89,8.77,0.76
50.07,14.95,12.52,8.72,2.5,8.7,0.7
50.26,14.99,11.81,8.89,2.35,9.25,0.6
50.29,14.63,12.1,8.58,2.27,9.75,0.52
77.17,12.13,1.64,0.06,3.36,0.35,5.1
47.6,15.54,14.51,6.73,3.26,9.1,0.55
77.65,12.25,1.4,0.08,3.61,0.22,4.62
76.4,12.75,1.82,0.16,3.31,0.34,5.02
60.87,21.7,5.07,1.66,4.18,4.67,0.9
57.12,24.23,6.32,1,4.17,5.37,0.65
62.26,18.79,5.81,1.94,4.39,4.77,1.11
61.35,18.76,5.97,2.24,4.46,5.25,1.03
66.74,17.69,3.91,1.2,4.69,3.65,1.48
63.66,19.47,4.49,1.44,4.45,4.49,1.21
61.9,20.23,5.29,1.63,4.4,4.57,1.13
61.32,20.02,5.17,1.91,4.65,4.97,1.11
57.8,22.61,5.97,2.5,4.12,5.19,0.75
64.54,17.71,4.96,1.59,4.55,4.66,1.21
65.2,17.48,4.95,1.4,4.57,4.37,1.34
66.19,16.5,5.19,1.4,4.67,4.14,1.19
63.02,18,5.36,1.92,4.59,5.05,1.2
63.89,17.69,5.16,1.83,4.62,4.77,1.17
63.79,17.28,5.62,1.72,4.66,4.5,1.53
69.34,15.88,3.44,0.85,5.03,2.98,1.96
68.95,15.83,4.01,0.83,4.95,3.04,1.85
68.8,15.85,4.07,0.99,4.84,3.21,1.75
66.28,16.9,4.51,1.16,5.1,3.85,1.54
65.06,17.22,4.7,1.37,5.08,4.14,1.66
64.07,17.16,4.86,2.09,4.51,4.96,1.49
65.07,16.17,6.1,1.82,4.46,4.44,1.22
54.82,28.75,0.33,0.02,5.01,10.95,0.12
60.44,17.79,6.95,2.57,4.26,5.81,1.15
64.52,17.23,4.8,1.9,4.68,4.64,1.47
64.61,17.28,4.65,1.9,4.69,4.64,1.47
63.76,16.83,5.62,1.68,4.77,4.67,1.55
54.45,29.14,0.43,0.02,4.79,11.01,0.12
64.49,16.73,4.93,2.12,4.75,4.56,1.5
63.15,17.65,5.52,1.77,4.83,4.98,1.26
52.41,30.49,0.29,0.03,4.27,12.38,0.09
62.1,17.64,6.04,2.31,4.56,5.18,1.26
73.64,14,1.85,0.07,4.2,0.8,5.28
50.52,1.06,26.78,19.8,0.03,0.86,0.01
70.15,15.43,2.69,0.53,4.3,1.51,4.85
73.1,14.26,1.93,0.2,4.15,0.85,5.31
44.02,9.56,17.92,12.59,1.93,11.24,0.47
73.85,14.04,1.77,0.11,3.96,0.83,5.27
70.97,15.09,2.45,0.37,4.52,1.3,4.92
72.43,14.68,2,0.2,4.12,1.13,5.25
44.42,9.41,16.88,13.26,2.14,11.19,0.3
71.2,14.98,2.45,0.4,4.35,1.2,5.03
70.31,15.47,2.65,0.39,4.47,1.44,4.81
70.55,15.43,2.6,0.42,4.26,1.34,4.95
71.19,15.09,2.37,0.28,4.48,1.22,5.03
72.63,14.47,2.07,0.29,4.15,0.91,5.25
70.03,15.49,2.68,0.52,4.53,1.37,4.91
71.06,15.28,2.47,0.39,4.16,1.25,4.99
69.8,15.74,2.79,0.49,4.34,1.45,4.87
70.18,15.52,2.67,0.51,4.28,1.5,4.86
70.29,15.21,2.74,0.57,4.37,1.64,4.66
75.69,13.32,1.01,0.12,3.66,0.91,5.08
75.96,13.03,2.16,0.09,4.18,0.66,3.35
71.41,14.72,2.41,0.61,4.3,1.78,4.29
71.43,14.46,2.64,0.88,3.95,1.74,4.35
56.91,27.45,0.32,0.04,5.51,9.27,0.42
71.39,14.83,2.38,0.59,4.16,1.84,4.33
71.39,14.57,2.54,0.81,3.98,1.85,4.29
53.32,29.73,0.24,0.01,4.35,12.03,0.2
72.1,14.49,2.23,0.63,4.1,1.64,4.38
49.02,0.95,29.37,17.7,0.05,1.84,0.01
73.5,13.24,2.65,0.12,4.24,0.48,5.48
59.98,25.34,0.19,0.01,6.99,6.9,0.56
57.43,26.75,0.19,0.01,6.25,9.01,0.33
77.86,12.08,1.61,0.26,3.35,1.03,3.52
54.42,29.09,0.23,0.07,5.13,10.91,0.12
47.27,33.78,0.43,0.03,2.04,16.35,0.06
42.1,12.75,10.48,15.09,2.79,12.02,0.45
69.94,15.61,1.99,0.29,4.49,1.18,6.06
50.4,31.34,0.57,0.04,3.23,14.18,0.11
77.22,12.3,1.44,0.1,4.21,0.68,3.85
50.51,18.1,11.8,5.26,3.52,8.88,0.22
52.49,18.7,9.66,4.68,3.75,8.59,0.51
50.12,17.71,12.2,5.49,3.33,9.2,0.21
49.59,18.4,9.95,5.33,3.1,11,0.22
47.08,16.12,10.28,7.94,4.76,8.66,2.44
50.09,19.8,8.37,6.23,2.71,11.5,0.21
51.11,19.8,9.03,4.99,3.3,9.81,0.18
52.77,18.69,9.4,4.74,3.47,8.82,0.38
50.08,18.59,9.68,6.75,2.63,10.99,0.22
53.18,19.49,8.92,5.02,3.52,8.28,0.27
51.24,22.72,6.21,4.9,3.16,10.81,0.15
49.81,24.65,5.49,3.25,2.77,13.14,0.08
53.57,16.97,9.68,3.64,4.59,6.31,2.18
49.21,26.61,4.21,2.73,2.64,13.9,0.1
52.33,24.21,3.54,3.18,2.66,13.61,0.13
48.56,16.72,11.11,8.86,2.77,10.71,0.12
48.51,17.21,9.28,11.6,2,9.8,0.23
51.21,17.66,9.19,5.49,3.88,8.47,1.67
0.45,0.05,0.12,48.88,8.21,18.69,8.91
47.4,16.6,11.3,10.7,2.56,9.65,0.22
46.84,11.39,11.69,18.18,1.78,8.66,0.32
47.49,9.95,12.1,19.59,1.41,8.28,0.23
47.86,11.49,11.59,16.89,1.95,8.5,0.36
49.98,16.69,12.49,5.28,3.34,9.75,0.19
43.55,24.67,8.91,8.54,1.14,12.68,0.08
48,19.9,10,5.82,3.12,11.1,0.33
51.11,17.49,8.28,6.94,3.66,8.8,1.68
48.74,18.38,10.89,6.04,2.23,11.59,0.29
48.85,18.18,9.54,6.16,2.5,12.89,0.26
49.13,17.21,11.51,6.91,3.25,10.11,0.33
48.07,17.39,10.89,7.43,2.6,11.49,0.3
47.17,17.59,10.79,7.3,3.06,12.09,0.29
48.82,15.91,11.51,7.78,1.78,12.01,0.27
52.7,17.44,7.74,6.57,3.81,7.96,1.9
48.42,16.41,10.9,6.47,2.33,13.01,0.15
48.48,17.69,10.4,7.43,2.04,12.2,0.18
65.71,17.5,3.92,1.47,4.65,4.61,1.45
68.82,16.71,3.83,0.78,4.27,3.91,1.27
50.78,7.67,6.12,19.43,1,14.55,0.01
51.27,6.97,9.11,30.23,0.2,1.86,0.01
44.95,12.56,13.29,13.13,4,7,1.98
45.02,12.63,13.29,12.67,4.09,7.16,1.97
45.07,12.38,13.2,13.59,4.06,6.86,1.8
45.66,13.02,13.24,11.81,3.99,7.22,2
46.1,13.12,13.2,11.26,3.96,7.19,2.06
45.03,12.28,13.49,13.45,3.88,6.91,1.91
50.2,15.8,11.25,7.24,2.69,10.25,0.5
44.89,12.28,13.23,13.7,4.13,6.96,1.75
45.38,12.59,13.29,12.39,3.91,7.36,1.95
46.69,13.58,12.95,10.89,3.18,9.12,1.16
46.53,13.37,12.52,12.21,2.9,8.73,1.31
46.33,12.73,12.41,13.46,3.31,8.12,1.18
45.35,13.88,13.97,10.43,3.28,8.75,1.39
46.49,13.32,12.81,11.76,3.34,8.53,1.22
46.36,13.37,12.54,11.95,2.96,8.71,1.57
47.6,13.38,12.45,10.86,3.41,8.25,1.53
46.31,13.46,12.94,11.19,3.33,8.63,1.55
48.68,14.88,13.2,7.25,3.01,9.29,1.02
53.15,15.57,10.36,6.73,2.68,9.65,0.56
52.91,17.16,7.54,6.28,3.72,7.86,2.42
48.46,16.04,12.17,5.75,3.73,9.02,2.17
48.23,14.92,9.03,11.41,2.81,10.24,1.36
48.21,16.11,9.13,9.62,3.6,9.15,1.83
47.03,12.97,12.61,9.44,3.78,8.67,1.78
59.57,17.12,5.72,2.93,4.17,5.1,3.88
52.79,18,8.1,4.44,4.24,7.29,2.46
49.55,15.42,11.59,7.47,2.34,10.81,0.47
75.69,12.7,1.92,0.4,3.44,0.83,4.8
77.28,12.23,1.37,0.12,3,0.28,5.52
56.2,17.93,7.04,3.91,4.58,6.58,2.16
55.63,17.44,7.26,4.01,4.61,7.09,2.26
70.03,14.99,3.39,0.59,4.37,1.59,3.66
48.37,16.56,11.77,5.91,3.64,8.47,1.93
52.63,16.19,7.77,6.16,3.66,9.48,2.05
52.65,17.95,8.07,4.43,4.22,7.28,2.72
59.69,16.97,6.18,2.85,4.25,5.21,3.34
76.22,12.2,1.71,0.11,3.45,0.7,5.3
79.01,11.75,1.04,0.06,2.6,0.29,5.01
60.64,18.57,5.43,2.61,4.32,5.79,1.63
56.62,16.25,9.85,2.66,4.27,6.4,1.38
76.45,11.66,1.8,0.33,3.99,0.49,5.08
49.65,17.08,9.54,8.38,3.3,9.93,0.54
51.65,18.38,9.46,6.26,3.68,8.4,0.57
52.07,17.89,8.89,6.81,3.88,8.53,0.56
52.51,16.97,7.65,6.94,3.61,9.68,1.02
52.37,16.89,8.22,6.82,3.67,9.46,0.96
52.55,17.58,8.25,6.39,3.48,9.55,0.75
52.74,17.02,8.19,6.42,3.52,9.64,1.01
53.52,17.51,8.76,6.01,3.95,7.99,0.78
53.7,18.2,8.17,6.01,3.75,8.28,0.65
53.46,16.73,7.65,7.21,3.66,8.51,1.22
53.9,18.2,8.19,4.27,3.8,7.51,2.11
55.92,17.81,7.38,3.98,4.38,7.22,1.59
57.29,18.8,6.7,4.05,4.23,7.16,0.79
57.42,17.12,6.67,4.64,4.29,7.14,1.43
58.5,17.31,6.62,4.09,4.03,6.97,1.21
49.35,15.19,11.55,7.85,2.43,10.92,0.42
58.68,18.53,6.02,2.59,4.58,5.86,2.48
71.63,13.97,4.01,0.57,4.23,2.02,2.94
43.63,13.85,11.25,13.85,3.09,10.91,1
46.96,14.99,14.77,7.32,2.4,9.51,0.64
49.55,15.16,11.55,7.54,2.47,11,0.44
48.87,16.26,11.57,6.26,4.16,7.31,2.25
45.59,13.17,13.52,8.11,4.21,8.85,2.18
41.7,11.21,14.64,11.44,4.84,9.25,2.21
42.21,10.82,14.02,13.91,4.21,8.65,1.97
75.13,13.11,1.99,0.11,3.83,0.49,5.14
44.27,11.06,8.73,13.32,4.16,10.89,1.86
41.38,11.19,16.15,8.4,4.38,10.74,2.5
41.02,9.78,14.18,15.53,4.13,9.59,1.36
45.22,12.65,13.66,10.24,3.64,9.39,1.47
46.35,13.1,13.25,8.41,3.68,8.97,1.98
46.89,13.02,12.64,8.72,4.36,9.02,1.73
48.84,13.64,12.43,7.88,3.6,8.56,1.54
48.62,13.48,12.35,8.12,3.72,8.62,1.57
48.22,13.61,12.05,8.87,3.32,9.31,1.45
48.22,13.69,11.5,9.01,3.41,9.52,1.49
48.38,13.2,12.23,9.72,3.19,8.98,1.32
48.46,13.29,12.21,9.74,3.13,8.8,1.36
48.68,14.48,11.66,6.47,3.41,9.88,1.99
48.88,14.95,11.83,5.68,3.27,9.62,2.25
46.81,17.11,9.89,3.01,7.01,7.1,4.59
46.25,16.69,9.64,3.31,7.36,7.56,4.39
50.78,14.46,10.28,5.09,4.03,9.72,1.87
49.19,14.92,11.99,4.03,4.05,8.61,2.74
49.81,17.36,11.13,5.28,3.65,8.16,1.88
48.18,16.35,12.14,5.17,3.97,8.78,2.01
49.99,17.3,11.55,5.51,3.48,8.26,1.59
48.84,16.95,12.01,5.63,3.44,8.81,1.59
53.5,16.23,8.45,7.92,2.34,9.48,1.11
46.97,15.99,13.29,8.26,2.79,9.94,0.43
47.5,16.14,10.89,10.79,1.88,10.99,0.36
47.57,15.76,11.34,10.54,1.93,10.94,0.37
47.71,15.53,11.47,9.83,1.96,11.37,0.43
47.63,15.48,11.26,10.85,1.94,10.95,0.38
47.66,15.75,11.07,10.67,1.95,11.07,0.37
47.78,15.46,11.92,9.23,2.08,11.01,0.42
47.62,14.39,11.34,11.65,1.84,11.15,0.42
47.93,15.64,11.46,9.72,2.02,11.13,0.43
47.9,15.76,11.41,9.55,1.94,11.32,0.42
47.99,15.23,11.82,9.45,2.04,11.02,0.41
48.33,15.1,12.28,8.46,2.11,10.97,0.45
48.77,15.51,11.76,8.48,2.13,10.75,0.45
48.35,15.72,12.11,8.13,2.15,11.01,0.46
48.32,15.77,11.32,9.21,2.04,10.92,0.55
48.38,15.53,11.55,9.08,2.09,10.85,0.57
47.26,15.25,11.44,9.87,2.02,11.74,0.57
47.71,15.6,12.86,7.41,2.31,10.74,0.57
47.83,15.68,12.66,7.71,2.28,10.65,0.51
47.87,15.69,12.57,7.53,2.35,10.76,0.53
47.88,15.59,11.34,9.92,2.06,11.03,0.43
48.17,15.51,11.25,9.87,2.02,11.05,0.45
48.58,14.95,12.42,8.22,2.25,10.81,0.55
48.13,15.74,11.23,9.74,2,11.03,0.43
48.09,15.86,11.42,9.3,2.01,11.11,0.46
47.9,15.73,11.39,10.02,1.95,10.99,0.36
47.96,15.62,11.38,9.94,2.03,10.98,0.4
48.17,15.76,11.37,9.23,2.07,11.17,0.45
48.14,15.54,11.43,9.7,2.02,11.03,0.4
47.81,15.64,11.32,10.22,1.98,10.93,0.39
47.63,15.61,11.48,10.37,1.98,10.87,0.39
76.79,12.28,1.12,0.04,3.85,0.51,5.26
76.04,12.29,1.09,0.06,3.74,1.97,4.69
50.27,16.38,9.42,8.48,3.36,9.38,0.7
49.73,16.38,9.57,8.73,3.45,9.27,0.76
48.26,15.71,11.04,9.83,3.31,8.8,0.81
51.6,16.34,8.98,7.82,3.6,8.68,1.19
49.06,15.42,11.25,9.53,2.92,9.21,0.46
51.86,16.34,8.41,8.77,3.49,8.73,0.85
49.94,16.34,9.25,8.44,3.28,9.65,1.25
53.01,16.46,8.07,7.19,3.83,8.27,1.43
49.81,16.14,8.93,9.33,3.1,9.63,1.42
49.8,14.06,7.49,9.7,2.81,10.24,3.08
49.89,15.15,7.96,7.78,4.33,10.36,2.26
47.21,18.35,9.02,10.41,2.24,11.9,0.07
48.56,17.54,9.81,8.55,2.75,11.3,0.33
47.34,18.08,9.25,10.18,2.3,11.96,0.07
47.12,17.93,9.46,10.36,2.37,11.76,0.06
47.35,17.56,9.75,10.16,2.4,11.74,0.08
47.2,18.25,9.56,9.83,2.45,11.6,0.09
47.74,18.14,9.9,9.37,2.45,11.26,0.11
52.62,16.67,9,6.84,3.05,9.54,1.09
68.3,14.4,4.19,1.65,3.78,2.99,3.76
47.84,17.2,10.18,9.68,2.65,11.07,0.17
48,18,9.72,9.34,2.52,11.2,0.16
49.92,17.58,9.28,8.36,3.11,9.7,0.66
50.49,18.43,9.43,5.87,3.91,8.81,1.26
66.76,14.91,4.59,1.99,3.68,3.52,3.54
50.97,16.89,9.32,7.99,3.12,9.07,1.01
49.44,16.68,10.09,8.18,3.25,9.78,0.83
71.79,15.02,2.27,0.15,4.25,1.02,5.22
76.37,13.19,1.15,0.01,3.55,0.74,4.85
50.52,16.51,8.37,9.92,2.47,10.94,0.3
76.98,12.61,1.19,0.05,3.77,0.63,4.67
77.11,12.72,1.21,0.01,3.62,0.61,4.66
75.48,13.21,1.44,0.12,3.73,0.91,4.96
49.28,15.44,9.13,10.59,3.03,9.71,0.91
76.56,12.91,1.31,0.01,3.8,0.61,4.69
47.75,17.24,10.01,10.01,2.53,11.29,0.14
76.51,13,1.27,0.05,3.59,0.67,4.77
76.74,12.62,1.24,0.04,3.68,0.81,4.79
50.75,15.53,8.68,10.98,2.42,10.59,0.31
76.25,12.91,1.3,0.13,3.61,0.85,4.79
57.76,15.88,6.2,7.51,3.45,7.66,0.8
76.44,13.11,1.25,0.04,3.73,0.62,4.73
52.96,15.06,7.8,9.75,2.98,9.7,0.7
55.34,16.81,7.24,6.6,3.35,8.76,0.84
48.74,17.17,9.97,9.18,2.64,10.75,0.28
52.63,16.71,7.89,8.89,3.04,9.57,0.47
50.35,16.89,10.35,6.49,3.35,9.03,1.2
50.87,17.76,8.56,6.78,4.04,8.21,1.47
49.28,15.45,9.13,10.59,3.01,9.71,0.91
49.67,17.81,9.65,7.66,3.62,9.08,0.75
49.71,16.07,10.22,7.18,3.91,9.07,1.42
50.33,16.84,9.31,8.74,3.58,7.76,1.31
51.73,16.72,8.4,8.85,3.05,8.79,1.1
51.46,16.03,9.21,7.8,3.53,8.8,1.22
51.9,17.01,9.05,7.73,3.22,8.67,1
56.32,17.04,7.47,4.32,3.96,7.81,1.54
50.82,17.17,9.22,8.09,3.35,8.9,0.84
51.12,17.9,8.75,7.17,3.42,9.07,0.96
50.97,16.89,9.32,7.99,3.12,9.07,1.01
49.99,17.6,9.3,8.37,3,9.72,0.65
50.61,16.24,9.11,9.04,2.9,10.07,0.75
48.99,16.46,9.71,10.38,2.66,9.98,0.53
67.82,15.92,3.44,1.01,4.48,3.23,2.99
51.73,16.68,8.17,8.79,3.07,9.56,0.83
50.75,16.25,8.32,10.99,2.54,10,0.31
49.69,16.5,8.73,10.34,3.61,9.72,0.5
48.01,17.27,12.82,6.49,3.61,9.48,0.55
50.69,17.27,10.55,6.11,3.58,9.28,0.64
49.72,16.37,9.83,8.79,2.66,10.68,0.92
52.48,18.16,9.05,5.41,4.23,7.89,0.98
57.26,14.52,7.6,7.44,2.67,8.65,1.1
47.86,17.17,11.48,6.75,3.96,8.79,1.33
48.39,16.5,12.23,6.6,3.74,8.61,1.34
53.1,16.73,8.28,7.6,2.85,9.75,0.82
49.45,16.81,10.31,6.93,3.85,8.92,1.27
50.23,17.27,8.47,8.18,2.55,12.01,0.23
57.41,16.48,10.4,2.18,4.57,5.75,1.31
63.8,17.28,5.61,1.72,4.65,4.5,1.53
54.19,16.97,6.97,7.69,3.45,8.93,0.63
68.81,15.85,4.06,0.99,4.84,3.21,1.75
52.74,16.15,8.04,8.1,2.67,11.08,0.32
47.72,17.3,12.05,8.27,3.19,9.77,0.22
55.81,14.06,7.37,10.14,2.55,8.47,0.86
48.72,17.7,11.63,6.42,3.32,10.32,0.22
49.13,17.18,10.8,8.5,3.07,9.41,0.47
51.12,16.71,8.15,9.03,2.57,11.18,0.41
49.98,17.32,10.98,5.79,3.45,9.87,0.85
51.9,16.63,8.9,7.85,3.59,8.31,0.93
53.93,17.64,7.11,6.83,2.84,10.32,0.61
52.23,15.91,8.11,8.34,3.59,8.42,1.73
51.77,16.74,8.43,5.97,4.14,8.78,2.17
59.15,17.9,7.24,3.5,4.32,6.46,1.05
48.38,16.63,11.74,7.8,3,10.28,0.33
47.78,17.14,12.11,7.02,3.27,10.38,0.37
52.21,17.31,9.67,6.4,3.35,8.7,0.73
50.86,16.99,11.06,5.72,3.6,8.84,0.86
49.64,15.93,11.44,7.32,3.03,9.45,1.04
48.77,15.34,11.48,8.31,3.49,8.99,1.12
47.91,16.27,11.24,7.85,3.69,9.06,1.42
59.96,17.16,6.2,3.6,3.7,6.21,2.05
52.52,15.52,9.31,5.36,3.7,7.45,4.39
58.97,16.62,7.46,3.19,4.13,5.86,2.13
76.18,12.28,1.11,0.04,3.72,1.2,5.33
59.86,17.98,5.34,3.99,3.59,7.24,1.15
60.05,16.52,6.49,3.55,4.04,5.99,2.01
54.97,15.73,7.46,7.95,2.94,9.18,0.84
76.59,12.38,1.11,0.02,4.14,0.51,5.1
61.09,17.45,5.35,3.42,3.94,6.37,1.51
61.32,16.96,5.5,3.48,3.79,6.04,1.92
62.73,16.74,5.27,2.79,3.84,5.39,2.23
73.36,13.97,2.2,0.88,3.63,2.03,3.42
73.39,13.89,2.16,0.87,3.97,1.96,3.35
69.29,15.75,2.91,1.11,4.45,2.87,3.02
67.13,16.36,3.6,1.66,4.36,3.77,2.51
63.47,17.28,4.51,2.55,4.02,5.6,1.8
64,16.87,4.58,2.33,4.16,5.13,2.09
70.72,15.4,2.42,1,4.42,2.69,2.86
68.11,15.86,3.32,1.67,4.14,3.66,2.6
69.64,15.55,2.71,1.36,4.25,3.14,2.84
70.04,15.57,2.7,1.2,4.32,2.91,2.74
67.1,15.68,3.97,2.32,3.77,4.44,2.11
68.55,16.04,2.95,1.27,4.46,3.42,2.75
69.5,15.49,2.92,1.28,4.31,3.36,2.61
67.61,15.77,3.69,1.77,3.99,4.06,2.5
69.69,15.57,2.8,1.19,4.28,3.3,2.64
68.54,15.5,3.25,1.56,4.22,3.63,2.65
57.17,16.98,7.01,5.09,3.36,8.12,1.19
60.82,18.31,5.13,3.42,3.81,6.68,1.07
54.55,15.74,7.41,8.58,3,8.68,1.1
60.28,17.76,5.5,3.63,4.04,6.26,1.67
57.43,19.41,5.84,3.95,3.74,7.89,0.99
61.14,17.7,5.76,1.89,4.91,4.48,2.64
53.26,18.79,8.46,5.05,2.69,10.09,0.76
55.89,18.56,7.49,4.29,3.16,8.74,0.96
55.33,19.25,6.52,4.35,3.54,8.76,1.17
