"SiO2","Al2O3","Fe2O3","MgO","Na2O","CaO","K2O"
50.68,18.01,6.78,9.09,3.46,9.73,0.62
74.08,14.43,1.08,0.29,4.33,1.1,4.3
51.32,18.11,8.05,7.32,3.31,9.78,0.64
49.87,17.99,8.23,8.65,3.01,10.32,0.64
56.54,17.84,6.17,4.84,3.91,7.45,1.71
66.04,16.33,3.6,1.45,5.21,3.58,2.57
70.12,14.95,2.26,1.29,4.1,2.51,4.11
50.61,18.68,7.35,8.33,3.03,10.46,0.46
54.64,18.97,5.06,5.64,3.8,9.66,0.82
52.57,18.55,8.38,5.49,3.38,9.47,0.78
50.7,16.67,9.7,6.59,3.54,9.55,0.87
50.08,19.03,7.77,7.17,3.52,10.05,0.4
52.78,17.92,9.38,5.06,3.56,9.04,0.77
52.8,18.13,8.67,5.38,3.52,9.24,0.83
53.5,19.41,5.53,5.64,3.66,10.19,0.65
61.78,16.07,5.91,2.04,5.7,4.62,1.78
58.09,16.81,5.86,5.24,3.71,7.42,1.69
59.99,17.44,2.94,5.33,3.78,7.53,1.75
51.14,17.15,7.6,9.03,3.29,9.21,0.86
51.62,17.71,7.02,8.51,2.69,10.76,0.62
49.67,17.92,8.11,9.2,2.5,11.23,0.35
49.38,18.23,8.44,9,2.86,10.65,0.33
51.51,17.24,8.59,7.56,2.83,10.2,0.76
49.1,18.01,9.59,7.65,3.21,10.29,0.25
50.27,17.92,8.26,8.46,2.94,10.44,0.53
53.27,16.86,8.32,7.19,3.02,8.86,1.25
49.6,18.12,10,7.23,3.06,10.2,0.4
58.97,17.99,5.14,3.21,4.26,7.29,1.39
54.03,17.17,7.02,7.42,3.11,9.08,1.11
52.16,17.92,8.39,6.64,3.23,9.71,0.62
56.32,18.34,7.89,4.34,3.33,6.92,1.36
50.19,17.72,8.81,8.03,3,10.58,0.51
59.81,16.07,7.84,2.28,5.29,5,1.52
55.9,16.65,8.93,3.93,4.17,7.83,0.95
52.53,17.61,9.98,5.75,3.32,8.38,0.93
58.32,16.66,8.05,3.29,4.25,6.36,1.59
53.82,16.55,8.19,7.14,2.9,9.22,1.17
53.94,17.62,8.81,4.94,3.79,8.71,0.72
52.99,18.95,8.17,4.91,3.52,9.53,0.63
53.42,16.91,10.48,4.67,3.81,8.25,0.73
61.39,15.84,7.1,1.93,5.59,4.41,1.78
50.06,17.81,10.29,6.97,3.3,9.66,0.43
54.08,18.42,8.79,4.36,3.61,8.41,0.77
55.5,16.85,9.03,4.12,4.02,7.84,1.01
55.87,17.04,8.94,3.76,4.17,7.51,1.02
56.1,16.95,8.89,3.73,3.92,7.57,1.15
48.8,18.12,9.15,8.7,2.97,10.77,0.3
55.59,17.24,8.8,3.9,4.08,7.77,0.96
57.56,17.17,7.54,3.98,4.3,6.54,1.45
55.24,16.93,9.16,3.79,4.25,7.86,1.02
59.27,16.68,7.83,2.29,5.18,4.89,1.63
52.56,16.96,8.46,7.52,2.99,9.16,1.14
75.8,13.34,0.91,0.25,3.93,0.89,4.63
57.4,16.53,8.49,3.14,4.57,6.83,1.26
51.88,17.13,8.69,7.6,3.06,9.32,1.03
61.18,16.59,5.74,3.1,3.95,5.61,2.57
55.28,16.35,8.29,5.56,3.56,8.13,1.48
49.77,18.4,9.47,7.13,3.41,9.8,0.52
47.75,17.66,11.58,7.57,3.17,10.19,0.28
50.23,17.5,8.9,8.51,2.68,10.42,0.58
50.74,19.19,8.74,6.38,3.11,10.26,0.35
48.91,19.6,9.44,7.78,2.69,10.06,0.24
49.7,18.48,9.48,7.12,3.37,9.81,0.56
56.31,16.85,7.66,4.48,3.8,7.46,1.74
57.19,16.52,8.75,3.14,4.47,6.77,1.27
50.45,18.2,9.06,6.24,3.66,9.79,0.78
54.65,16.34,8.88,5.51,3.51,8.4,1.28
54.66,17.92,8.42,4.27,3.76,8.12,1.36
50.91,16.97,11.36,5.44,3.68,9.25,0.54
52.55,17.68,9.83,5.01,3.69,8.94,0.75
48.33,18.09,10.22,8.2,3.03,10.51,0.22
50.08,17.19,9.75,7.76,3.38,9.27,0.79
49.35,17.41,9.73,8.12,3.27,9.77,0.58
51.56,18.31,9.84,5.49,3.46,9.22,0.57
51.73,19.03,8.82,5.73,3.37,9.34,0.53
55.2,17.24,9.8,3.22,4.58,6.79,0.96
50.16,19.43,8.87,6.7,2.96,10.22,0.33
57.95,16.44,8.5,2.82,4.73,6.12,1.47
54.04,16.69,10.47,3.82,4.16,7.97,1.05
54.5,17.31,8.82,4.66,3.93,8.45,0.85
49.53,17.6,10.43,6.83,3.33,10.43,0.33
53.84,17.85,8.68,4.81,3.58,8.83,0.92
48.06,17.46,9.96,8.43,3.17,11.14,0.56
53.72,17.02,9.57,4.97,3.86,8.42,0.92
52.26,17.39,10.39,5.37,3.68,8.28,0.93
51.26,18.51,9.49,5.51,3.42,9.85,0.55
52.49,18.12,9.57,5.62,2.84,9.24,0.63
51.54,19.03,8.72,5.8,3.21,9.74,0.59
55.3,16.42,9.38,4.43,4,7.7,1.23
53.08,17.69,9.16,5.4,3.7,8.94,0.57
57.42,16.63,8.71,2.88,4.78,6.29,1.28
53.4,17.7,8.81,4.93,3.87,8.38,1.18
48.85,18,9.19,8.4,3.02,10.93,0.36
54.48,17.83,9.19,3.9,4.16,7.94,0.78
48.74,18.29,9.63,8.29,2.97,10.74,0.2
48.37,17.47,10.11,8.26,2.92,11.29,0.2
52.18,18.75,8.5,5.65,3.38,9.51,0.65
51.63,17.47,10.51,4.92,4.18,8.82,0.74
52.91,16.81,9.23,6.2,3.4,9.08,0.95
52.75,15.97,11.49,4.11,4.39,8.25,0.86
52.48,17.72,9.71,5.29,3.7,8.87,0.62
54.68,17.73,9.23,3.89,4.1,7.81,0.8
53.37,18.22,9.58,4.58,3.97,7.9,0.65
57.66,17.11,7.33,3.69,4.24,6.72,1.81
51.02,17.11,9.1,7.81,2.84,10.13,0.81
53.9,20.01,7.91,4.8,3.94,7.88,0.43
51.23,20.12,7.95,5.95,3.43,9.81,0.5
61.88,17.55,6.15,1.72,4.83,4.65,1.93
54.9,18.83,7.24,4.96,3.86,8.23,0.96
59.61,17.62,7.23,2.26,4.71,5.45,1.81
50.9,20.7,7.7,5.56,3.35,10.25,0.52
55.31,16.72,9.91,3.23,4.38,6.82,1.08
56.71,17.75,7.79,3.84,4.09,7.34,1.19
51.56,18.6,8.42,7.09,3.38,9.13,0.56
55.99,16.62,8.99,3.71,4.18,7.76,1.02
50.32,18.19,9.11,6.43,3.48,9.95,0.72
54.05,17.85,9.19,4.62,3.64,8.29,0.81
56.07,16.74,9.54,3.22,4.55,6.64,1.13
57.47,16.65,8.7,2.96,4.68,6.12,1.39
54.59,19.62,7.12,4.01,3.56,8.62,1.29
54,17.84,8.7,4.79,3.79,8.72,0.71
54.31,17.74,8.68,4.46,3.64,8.82,0.89
51.3,19.55,7.92,6.25,3.27,9.84,0.62
56.22,17.22,8.23,3.89,3.98,7.3,1.53
50,17.39,10.25,6.78,3.38,10.35,0.36
57.89,17.25,7.07,4,3.79,6.98,1.77
53.56,17.03,8.58,6.32,3.52,8.44,1.11
50.93,18,10.07,5.85,3.45,9.76,0.45
52.03,17.8,10.58,4.55,3.8,8.92,0.58
47.82,18.12,9.9,9.38,2.38,11.27,0.11
48.03,17.59,11.18,7.62,3.24,10.19,0.26
52.3,17.14,8.45,7.52,3.02,9.27,1.09
50.57,17.22,10.19,6.94,3.06,10.29,0.36
47.88,17.81,10.28,8.89,2.57,11.37,0.1
47.82,17.72,10.12,9.22,2.55,11.4,0.1
49.91,16.31,11.28,6.52,3.3,9.5,0.79
48.64,16.51,11.72,6.99,3.18,9.94,0.59
55.17,16.94,8.96,4.13,4.14,7.97,0.93
55.63,18.74,8.98,3.03,4.5,6.52,0.96
52.89,17.33,9.44,5.17,3.67,8.3,1.24
52.84,17.32,10.05,5.57,3.44,8.18,1.06
47.84,17.93,10.28,9.22,2.44,11.07,0.13
53.59,19.55,7.69,4.02,3.46,9.49,0.84
50.9,17.72,8.89,7.07,2.98,10.53,0.6
56.12,16.95,8.58,3.9,3.86,7.34,1.57
57.59,17.28,7.19,4.15,3.74,6.97,1.74
52.08,17.72,10.14,5.54,3.63,8.43,0.88
55.93,16.96,8.44,4.05,3.81,7.68,1.51
50.73,20.65,7.98,5.24,2.96,10.79,0.45
52.27,17.82,9.35,5.44,3.38,9.7,0.61
52.38,20.44,7.32,4.67,3.17,10.25,0.63
49.56,21.41,8.92,4.14,3.24,10.95,0.42
55.66,17.56,8.1,4.39,3.68,7.71,1.44
54.54,17.85,7.91,5.29,3.45,8.37,1.31
57.86,16.97,7.12,4.35,3.65,6.92,1.81
50.63,20.65,8.03,5.02,3.08,10.99,0.41
50.98,19.01,9.19,5.58,3.24,10.23,0.44
51.53,17.7,9.93,5.91,3.4,9.59,0.47
52.75,17.95,8.82,5.43,3.53,9.36,0.76
55.13,17.05,8.78,4.59,3.86,8.24,0.87
52,19.65,8.18,4.98,3.34,10.07,0.5
56.95,17.16,7.5,4.35,3.74,7.1,1.73
54.98,17.14,8.78,4.6,3.88,8.26,0.87
63.48,16.62,6.07,1.95,4.27,4.3,2.07
66.55,16.12,4.62,1.43,4.28,3.12,2.71
66.78,15.92,4.52,1.54,4.31,3.07,2.71
51.49,16.83,10.32,6.72,3.32,8.99,0.87
52.37,16.14,9.93,6.19,3.32,8.9,1.19
62.73,16.7,6.19,1.91,4.75,4.25,2.17
64,16.4,5.68,1.71,4.72,3.82,2.41
64.71,16.53,5.17,1.43,4.93,3.55,2.46
65.15,16.01,5.28,1.46,4.71,3.56,2.61
49.67,21.22,8.96,4.24,3.25,10.83,0.47
49.67,17.41,9.81,7.86,3.16,9.61,0.67
50.47,17.55,8.96,7.85,2.95,10.53,0.54
50.83,16.91,10.84,6.74,3.23,9.11,0.77
52.31,17.24,8.29,7.93,2.95,9.48,0.91
47.9,17.91,11.12,7.64,3.15,10.22,0.23
58.67,17.17,7.16,3.4,4.19,6.24,1.77
55.84,16.63,9.64,3.5,4.27,7.23,1.05
51.71,16.94,10.29,6.7,3.26,8.73,0.9
55.89,16.55,9.62,3.54,4.28,7.2,1.06
56.01,16.66,8.91,3.88,4.14,7.81,0.99
58.67,16.68,7.89,2.98,4.46,6.36,1.53
54.57,17.86,8.67,4.33,3.7,8.54,0.84
61.61,16.5,6.41,2.38,4.53,5.15,2.15
63.68,15.42,5.33,2.93,3.66,4.84,3.15
50.01,17.92,9.6,7.55,2.98,10.24,0.41
52.02,17.24,8.49,7.59,3.02,9.36,1.08
47.65,17.5,10.55,8.47,3.07,10.45,0.57
48.6,17.72,10.4,7.94,3.07,10.49,0.3
50.1,17.13,9.82,7.7,3.23,9.46,0.75
56.97,16.25,9.24,3.04,4.59,6.5,1.34
56.96,16.25,9.27,3.07,4.51,6.54,1.33
50.19,17.42,9.59,7.67,3.29,9.34,0.77
50.22,17.43,9.63,7.62,3.25,9.33,0.75
49.93,17.24,9.75,7.79,3.2,9.59,0.69
50.26,17.21,10.6,7.14,3.16,9.51,0.64
48.45,16.51,11.69,7.05,3.29,10.01,0.58
51.35,17.35,8.72,8.21,2.82,9.85,0.74
54.69,16.78,7.55,6.73,2.98,8.83,1.39
54.92,17.45,8.38,4.86,3.68,7.47,1.53
52.64,17.41,10.19,5.55,3.47,8.08,1.07
51.85,17.91,10.15,5.9,3.33,8.47,0.87
52.34,17.61,10.09,5.69,3.44,8.32,0.97
46.75,18.22,9.65,10.7,2.25,11.5,0.06
47.4,17.71,10.74,8.8,2.69,11.04,0.21
62.75,16.31,6.17,2.05,4.65,4.68,2.14
47.29,17.71,10.7,8.69,2.7,11.3,0.21
49.15,17.44,9.93,8.14,3.1,9.86,0.55
47.29,17.61,11.06,8.45,2.69,11.26,0.18
47.39,17.51,10.91,8.41,2.89,11.1,0.28
47.4,17.71,10.86,8.56,2.69,11.16,0.2
59.06,17.07,6.71,3.75,3.77,6.52,1.9
47.28,17.7,10.98,8.6,2.69,11.08,0.21
57.81,17.08,7.13,4.25,3.68,6.85,1.87
56.47,17.93,8.81,3.01,4.43,6.48,1.26
56.97,16.25,8.77,2.93,4.7,6.08,1.48
53.38,17.23,9.75,4.74,3.67,8.79,0.83
47.7,18.11,9.58,9.82,2.44,11.32,0.1
47.3,17.71,10.64,8.9,2.73,11.13,0.22
67.01,15.53,4.37,1.3,4.51,3.29,3.13
64.55,16.01,5.44,1.61,4.78,3.94,2.43
63.82,16.4,5.58,1.72,4.7,4.22,2.32
49.12,18.12,9.47,8.43,3.11,9.57,0.51
60.6,19.07,6.71,2.15,3.7,4.55,1.76
64.05,17.11,5.49,1.5,4.47,3.67,2.42
50.42,21.64,7.36,5.06,2.88,11.19,0.39
51.45,20.02,8.35,5.09,3.18,10.06,0.52
56.25,16.64,9.07,3.75,4.03,7.42,1.17
55.66,17.26,8.61,4.29,3.83,7.87,0.99
52.64,18.94,8.53,5.15,3.4,9.38,0.59
52.01,18.72,9.19,5.11,3.42,9.51,0.56
49.5,17.92,10.1,7.52,3.11,10,0.4
49.54,21.5,8.93,4.28,3.16,10.76,0.44
52.56,19.73,8.31,4.7,3.21,9.37,0.85
51.18,20.53,7.83,5.13,3.02,10.57,0.59
53.57,18.45,7.9,5.36,3.29,8.71,1.27
51.38,17.69,11.69,4.82,3.71,8,0.81
58.87,16.88,7.99,2.83,4.41,6.04,1.54
62.36,15.99,6.65,1.82,5.21,4.23,1.93
56.18,17.24,9.29,3.67,3.71,7.34,0.91
65.23,16.51,5.58,1.36,4.29,3.35,2.3
56.38,16.74,9.49,3.54,4.01,7.14,0.99
49.8,21.29,9,4.09,3.26,10.67,0.47
52.73,20.75,7.23,4.1,3.4,9.86,0.65
50.53,21.1,8.78,4.07,3.29,10.25,0.57
48.19,17.81,10.74,7.5,3.02,10.24,0.63
48.14,17.79,10.61,8.18,2.91,10.01,0.6
49,17.92,9.83,7.39,3.47,9.4,0.92
64.5,16.3,5.4,1.64,4.59,3.88,2.44
58.41,16.07,8.16,3.4,3.98,6.44,1.9
61.91,17.89,6.4,2.06,4.36,3.97,2.01
63.09,15.9,6.33,1.83,4.88,4.32,2.11
49.68,21.52,8.86,4.12,3.25,10.73,0.45
54.14,18.44,8.54,4.29,3.5,8.72,0.9
50.58,20.73,8.27,5.13,3.06,10.58,0.38
62.4,16.69,6.28,2.03,4.56,4.63,2.11
63.43,16.21,5.96,1.77,4.8,4.34,2.21
63.86,16.61,5.63,1.6,4.71,3.92,2.37
52.87,20.04,7.59,4.61,3.43,9.61,0.6
71.74,14.57,2.46,0.55,4.59,1.65,3.9
47.77,17.6,10.57,8.24,3.1,10.37,0.49
49.99,21.53,7.95,5.21,3.02,10.84,0.26
51.27,19.24,8.48,6.18,3.04,10.04,0.5
50.01,21.33,7.99,5.36,2.94,10.83,0.33
63.69,16.3,5.82,1.8,4.55,4.19,2.36
65.16,15.82,5.23,1.51,4.82,3.74,2.5
53.37,17.36,8.48,6.97,2.95,8.68,1
52.54,17.81,10.01,5.65,3.38,8.07,0.99
52.95,17.62,9.94,5.47,3.39,7.96,1.05
53.16,17.42,10.02,5.38,3.44,7.89,1.07
55.41,17.35,8.27,4.76,3.71,7.22,1.58
52.43,17.31,10.76,5.17,3.55,7.87,1.09
55.25,17.46,8.31,4.78,3.68,7.22,1.58
52.76,17.72,10.07,5.58,3.33,8.14,0.89
58.63,16.27,8.38,2.73,4.8,5.83,1.4
57,19.03,8.17,2.64,4.55,5.93,1.12
53.37,20,9.88,3.24,4.43,6.74,0.54
56.49,18.04,8.82,2.98,4.44,6.4,1.19
49.96,21.61,8.23,5.9,3.11,9.8,0.24
51.56,21.46,7.02,4.88,2.98,10.49,0.52
53.2,17.93,8.9,5.09,3.34,9.34,0.79
53.78,19.55,7.88,4.03,3.44,9.12,0.76
51.65,17.94,8.77,7.03,2.84,9.93,0.6
52.5,20.84,7.27,4.16,3.38,9.9,0.66
51.92,21.34,6.93,4.63,3.09,10.44,0.55
52.03,21.25,7.05,4.31,3.03,10.58,0.61
54.81,17.44,8.86,4.4,3.81,8.29,0.84
52.1,21.14,6.99,4.55,3.09,10.41,0.61
51.29,21.63,7.16,4.72,3.03,10.56,0.48
55,17.54,8.59,4.47,3.82,8.22,0.86
50.85,18.04,8.58,7.36,2.97,10.33,0.59
48.83,17.83,9.2,9.32,2.46,10.85,0.32
47.51,17.72,10.71,8.7,2.69,11.02,0.22
47.68,18.01,10.5,8.4,2.78,10.89,0.29
53.67,17.43,9.68,4.75,3.54,8.55,0.78
52.97,18.25,8.11,5.91,3.14,9.57,0.82
49.82,17.5,11.52,6.17,3.21,9.38,0.48
54.03,17.22,10.45,4.18,3.47,8.01,0.83
52.45,17.12,10.39,5.07,3.65,8.81,0.76
56.93,16.66,8.83,3.4,4.21,6.89,1.44
54.57,16.93,9.75,4.03,4.04,8.05,0.96
54.15,17.03,10.5,3.79,3.99,7.81,0.96
53.25,17.95,8.53,5.34,3.51,9.27,0.77
49.96,17.41,10.56,6.94,3.35,9.33,0.6
50.27,17.42,10.48,6.73,3.4,9.16,0.69
47.81,18.11,9.9,9.56,2.45,11.02,0.11
47.71,17.72,10.63,8.52,2.74,11.03,0.22
47.83,17.63,10.48,8.24,3.02,10.47,0.48
47.58,17.41,10.84,8.35,2.95,11.14,0.24
52.1,16.54,9.78,6.67,3.19,8.94,0.99
56.5,16.35,9.32,3.08,4.51,6.5,1.14
54.88,17.14,9.4,4.09,3.79,8.05,1.02
51.42,17.6,11.63,4.86,3.79,7.98,0.82
51.57,17.58,11.58,4.74,3.85,7.91,0.83
50.59,17.62,10.17,6.46,3.14,9.5,0.57
50.92,17.9,10.78,5.78,3.34,8.69,0.71
56.54,16.27,8.23,5.2,3.42,7.21,1.69
55.22,16.36,8.48,5.61,3.46,8.05,1.36
56.3,16.95,8.64,4.3,3.83,7.25,1.33
54.9,17.14,8.68,5.43,3.44,7.62,1.29
50.99,20.83,7.76,5.21,2.97,10.55,0.48
50.91,20.94,7.81,5.24,2.87,10.58,0.42
50.86,17.71,10.5,5.75,3.34,9.41,0.63
59.63,16.77,7.67,2.6,4.11,5.62,2.03
50.98,18.35,8.35,7.37,2.94,10.22,0.58
50.79,20.73,8.01,5.28,3.02,10.51,0.4
50.78,21.03,7.84,5.19,3.02,10.5,0.41
57.17,17.57,7.71,3.55,4.31,7.08,1.25
50.89,17.23,9.56,7.26,2.98,10.05,0.59
56.99,17.15,8.45,3.16,4.36,6.83,1.23
57.92,16.56,8.15,3.34,4.52,6.06,1.69
56.49,17.94,8.71,3.06,4.5,6.37,1.24
58.63,18.65,7.32,2.34,4.4,5.51,1.7
53.92,17.35,8.26,6.27,3.37,8.39,1.29
57.11,16.66,8.68,3.34,4.27,6.7,1.53
56.91,16.66,8.76,3.39,4.2,6.82,1.56
57.11,16.66,8.62,3.35,4.26,6.72,1.57
73.98,13.88,1.72,0.23,4.25,1.08,4.39
73.82,14.08,1.74,0.21,4.2,1.03,4.46
72.06,14.25,2.39,0.42,4.67,1.22,4.36
54.34,17.35,8.85,5.55,3.36,7.77,1.23
47.27,17.31,10.69,9.08,2.63,11.41,0.12
48.04,18.52,10.29,8.69,2.63,10.4,0.13
52.8,18.62,8.66,5.65,3.55,9,0.42
54.37,18.32,9.42,3.49,4.23,7.34,1.11
53.14,19.14,8.29,5.1,3.85,8.62,0.55
46.99,17.81,10.61,9.35,2.45,11.26,0.1
47.39,17.41,10.57,9.13,2.61,11.23,0.17
46.99,17.51,10.57,9.29,2.53,11.55,0.09
54.36,18.81,9.3,3.5,3.99,7.55,0.81
54.14,18.21,9.83,3.73,4.11,7.3,0.91
54.38,18.33,9.54,3.54,4.21,7.35,0.94
53.45,18.35,8.55,5.5,3.56,8.69,0.6
53.42,18.14,8.51,5.47,3.63,8.89,0.63
47.49,17.41,10.6,9.11,2.44,11.39,0.1
50.9,20.74,7.65,6.53,2.7,9.89,0.52
49.74,17.93,9.02,8.35,2.84,10.49,0.4
58.01,16.66,8.48,2.85,4.79,5.92,1.36
51.85,17.05,8.78,7.7,2.96,9.28,1.06
52.44,17.05,8.5,7.43,3.01,9.17,1.14
61.95,16.08,6.66,1.83,5.29,4.43,1.92
72.14,14.77,2.49,0.56,4.16,1.67,3.76
49.89,16.63,10.67,8.3,2.8,9.35,0.72
57.2,18.57,7.22,3.88,3.63,7.28,1.14
54.59,18.23,7.99,4.73,3.81,8.29,1.05
57.28,10.26,0.06,6.53,1.02,4.27,11.95
53.72,16.64,8.54,6.69,3.51,7.98,1.35
51.79,17.71,10.17,5.57,3.69,8.29,0.97
54.56,17.22,10.35,3.01,4.5,6.04,1.82
61.23,16.72,7.18,1.77,4.2,4.67,2.72
53.56,15.35,7.83,7.82,3.79,7.99,2.22
55.95,15.04,7.46,6.06,3.79,7.14,2.91
55.81,15.47,7.19,5.86,3.54,7.48,3.13
52.53,14.52,7.84,9.48,4.03,8.77,1.41
54.39,15.07,7.9,9.01,3.51,7.62,1.25
52.72,15.8,8.53,8.79,3.6,8.1,1.25
53.96,16.97,7.71,7.31,3.83,7.74,1.41
61.56,15.61,5.75,5.11,3.77,5.58,1.73
63.67,16.04,4.35,3.61,4.31,5.51,1.7
63.5,16.91,4.5,2.84,3.85,5.37,2.03
64.45,15.39,4.11,3.8,4.5,5.1,1.8
54.42,16.27,8.54,5.99,4.19,7.49,1.4
53.32,16.35,8.8,5.79,4.06,8.53,1.32
54.14,16.53,8.53,5.44,3.6,8.36,1.51
55.83,17.5,7.86,3.84,3.84,7.69,1.62
55.11,18.09,8.84,3.72,4.26,6.93,1.37
51.03,17.94,9.62,5.75,4.14,8.23,1.16
64.7,17.31,4.61,2.23,3.85,4.45,1.92
54.78,16.41,8.38,5.6,3.97,7.3,1.56
52.94,16.07,7.74,6.72,3.54,8.89,2.34
62.65,16.15,4.79,5.76,3.17,5.09,1.49
62.72,15.63,4.97,5.64,3.07,5.35,1.68
62.61,15.4,5.17,4.52,4.03,5.52,1.88
59.91,16.26,5.92,4.18,3.63,6.86,1.92
46.37,14.9,13.38,9.3,2.29,10.55,0.44
64.28,16.21,4.25,3.71,3.72,5.09,1.93
64.01,15.96,4.54,3.65,4.13,5.14,1.8
64.78,15.69,4.05,3.54,3.92,5.26,1.94
66.13,16.05,3.97,1.92,4.69,4.15,2.22
64.2,18.23,4.13,1.98,4.21,4.44,1.92
50.41,15.75,10.22,7.78,3.43,8.99,1.28
53.78,16.71,8.68,6.38,3.65,8.04,1.18
51.89,16.08,9.53,6.28,3.48,8.88,1.72
55.38,16.83,7.95,5.47,3.7,7.52,1.54
55.38,16.38,8.27,5,3.8,7.49,1.83
55.32,16.45,8.28,4.99,3.73,7.51,1.87
56.2,16.33,8,4.79,3.81,7.15,1.95
59.59,15.81,6.63,4.51,3.97,5.44,2.54
55.31,16.39,9.41,4.36,3.86,6.59,1.85
57.56,17.07,7.27,4.05,4.07,6.28,2.26
58.89,15.66,7.72,3.98,4.31,5.54,2.06
55.5,18.78,7.4,3.86,3.89,7.72,1.25
59.2,16.17,7.56,3.68,3.65,5.76,2.37
51.32,17.38,10.61,3.71,4.05,9.43,1.33
56.94,17.81,7.79,3.55,3.97,6.78,1.62
56.91,17.68,7.87,3.54,4,6.79,1.64
57.05,17.86,7.78,3.51,3.85,6.75,1.66
60.42,15.92,5.53,5.73,3.65,5.81,1.95
56.3,17.11,8.96,3.44,4.36,6.68,1.45
56.98,17.94,7.91,3.4,4.04,6.65,1.5
56.25,17.35,9.02,3.38,4.14,6.65,1.52
56.26,17.22,9.09,3.25,4.29,6.66,1.51
57.8,17.22,7.83,3.16,4.33,6.45,1.44
52.41,14.14,8.47,9.29,4.04,7.27,2.37
51.25,16.09,8.49,8.95,3.37,8.72,1.86
52.32,15.82,8.24,8.65,3.51,8.2,1.9
52.46,15.76,8.53,7.98,4.21,7.51,1.86
51.64,15.54,9.88,9.03,2.71,8.84,1.03
54.73,15.93,7.64,7.57,4.03,7.05,1.76
56.53,16.17,7.52,6.5,3.89,6.58,1.58
56.71,15.72,7.2,6.33,3.9,6.88,1.96
55.93,16.51,8.27,6.23,3.26,7.4,1.21
56.16,16.32,7.31,5.8,4.18,7.04,1.93
57.32,15.66,7.07,7.29,3.27,6.9,1.39
58.32,15.54,6.68,7.06,3.81,6.17,1.28
57.49,15.94,7.25,6.45,3.38,6.95,1.43
57.54,16.58,7.04,5.94,4.06,6.21,1.43
59.79,15.52,6.52,5.43,4.08,5.92,1.64
57.49,16.74,7.23,4.92,3.86,6.98,1.49
60.12,17.67,6.34,3.3,4.43,5.96,1.17
60.34,17.37,6.51,2.84,4.07,5.84,1.91
71.67,14.86,2.45,0.68,3.85,2.15,3.88
71.21,14.73,3,0.45,4.38,2.01,3.8
71.04,14.7,3.04,0.43,3.74,2.04,4.57
47.89,15.83,11.39,8.39,3.75,8.93,1.29
48.45,15.82,11.23,7.81,3.36,9.61,1.25
49.03,15.82,11.2,7.74,3.32,9.19,1.26
48.72,15.91,11.2,7.9,3.4,9.19,1.25
48.39,15.9,11.11,7.87,3.45,9.6,1.21
43.34,10.81,14.79,13.07,2.41,10.81,1.34
44.03,11.56,14.28,11.94,2.63,10.86,1.36
43.9,10.85,14.58,12.3,2.77,10.75,1.4
43.47,10.92,14.02,13.21,2.97,10.52,1.51
43.5,11.51,14.44,12.03,2.8,11.02,1.35
43.67,11.54,14.37,11.76,2.85,11.04,1.4
44.7,12.5,14.23,10.16,3.32,10.36,1.57
44.8,12.89,13.87,9.51,2.72,11.38,1.55
45.34,12.75,14.06,10.49,2.86,10.12,1.29
48.15,14.69,12.88,8.49,2.95,9.39,1.15
43.71,11.5,14.45,11.93,2.55,11.1,1.34
48.19,16.13,11.36,7.55,3.11,9.82,1.22
48.6,15.44,12.51,7.07,2.68,9.76,1.3
48.92,15.36,12.69,7.23,2.89,9,1.34
45.02,12.65,14.17,10.06,2.79,10.2,1.63
46.74,14.49,14.14,8.91,2.37,9.88,0.63
46.7,14.58,14.45,8.36,2.4,10.03,0.55
46.69,14.97,13.79,8.65,2.36,10.42,0.44
59.6,16.84,6.07,2.67,4.68,5.66,2.95
46.92,14.26,15.74,6.41,2.52,9.43,0.66
46.61,14.78,14.02,8.76,2.38,10.03,0.54
46.31,16.1,12.18,9.06,2.45,11.61,0.35
47.62,15.18,14.35,6.37,2.88,9.21,0.93
47.51,16.46,14.46,5.45,2.96,9.26,0.7
46.88,14.28,14.77,8.07,2.49,9.69,0.62
47.29,14.39,14.89,7.62,2.54,9.3,0.78
59.46,16.83,6.13,2.83,4.53,5.85,2.85
46.15,14.6,14.58,7.87,2.65,9.94,0.82
47.22,15.51,12.84,8.29,2.44,10.97,0.42
48.25,17.76,12.94,5.37,2.92,9.46,0.9
46.99,16.42,11.1,10.44,2.18,11.37,0.19
46.64,14.69,14.13,8.93,2.36,10.17,0.44
47.37,15,13.38,8.7,2.33,10.01,0.65
46.42,15.18,14.35,8.16,2.51,9.87,0.65
47.36,14.28,14.99,6.98,2.61,9.46,0.84
45.88,15.1,14.25,8.66,2.53,9.93,0.62
47.22,14.99,14.79,7.23,2.17,9.35,0.8
47.3,14.29,14.89,7.13,2.53,9.53,0.78
45.91,14.88,14.67,7.1,2.52,10.72,0.69
48.88,15.6,12.84,6.67,2.91,9.11,1.02
46.79,14.78,15.11,7.02,2.4,9.93,0.64
46.36,14.17,15.64,7.3,2.54,9.54,0.74
47.39,15.99,12.95,8.19,2.64,9.73,0.65
47.42,14.79,14.02,7.78,2.42,10,0.63
47.21,14.98,13.69,8.94,2.3,10.04,0.52
46.35,14.3,14.69,9.36,2.32,9.72,0.56
46.24,16.03,15.85,6.13,2.76,9.25,0.46
47.56,14.8,13.49,8.22,2.41,10.17,0.5
47.62,15.18,14.35,6.37,2.88,9.21,0.93
